1028,Sunny Beach
1032,Angola
1035,NRMA
1038,Mack Horton
1047,2016-04-18
1057,Akkuyu Nuclear Power Plant
1091,Danny McDevitt
1096,Church World Service
1103,Ali Khamenei
1123,2003-11
1124,Leblon
1132,"Pall Mall, London"
1133,Hugo Rifkind
1135,2016-03-12
1137,Vivien Duffield
1140,Stephan Shakespeare
1155,2016-08-31
1160,Manly Warringah Sea Eagles
1170,Roger Wicker
1173,Sulak Sivaraksa
1181,Philip Larkin
1194,"Fort Pierce, Florida"
1196,Kirkuk
1204,Michael T. Flynn
1212,Alfred Kinsey
1215,Michael Fowler Centre
1218,Adam Afriyie
1223,Doug McMillon
1224,Omar Ayub Khan
1228,John Stafford Smith
1234,Hiệp Hòa
1235,Bob Goodlatte
1244,Ellen von Unwerth
1248,Christian Democratic Party (Australia)
1253,Normandy
1255,Uhuru Kenyatta
1257,The Manchester College
1259,Cape York Peninsula
1263,Katter's Australian Party
1265,Hope not Hate
1270,David Duke
1272,BBC Radio 5 Live
1274,John Lennon
1277,"Woodside, Queens"
1281,2015-07-25
1285,Hainan
1287,Bill Nelson
1292,2015-02-03
1295,Gedeon Burkhard
1299,Karl Bräuer
1317,Abu Sayyaf
1318,Rob Oakeshott
1319,Patrick Markey
1322,Leslie Caron
1323,Tom Harkin
1326,Opinium Research LLP
1330,Green Party (UK)
1334,1931
1337,2016-05-02
1344,Dassault Aviation
1345,Kenneth Mars
1358,2016-08-16TNI
1363,Democratic Party (Italy)
1377,Brian Wilson
1379,Ministry of Foreign Affairs (Russia)
1386,2012-12
1412,Jeremy Lin
1414,"Perry Park, Brisbane"
1416,Mark Kermode
1427,Tycho Brahe
1428,Intercontinental Exchange
1440,Jakarta
1449,Centre Court
1450,James Titcombe
1455,Ministry of Emergency Situations (Russia)
1458,Mallory Ortberg
1461,Ipanema
1470,Scottish National Party
1472,2015-10-10
1481,Deakin University
1491,"Lancaster, Pennsylvania"
1493,Elizabeth Smith (Scottish politician)
1499,Sun Records
1502,Øyer
1504,Earthjustice
1505,Damian Grammaticas
1515,New York (state)
1518,John Carpenter
1523,Institute of Directors
1525,Brian Brady
1527,Amanda Davies
1529,Mohammed Omar
1538,Hpakant
1540,Ministry of Defence (Brazil)
1550,Ken Kurson
1566,Adam Smith
1567,Rwanda
1570,"Tom McNally, Baron McNally"
1575,2016-08-14TMO
1576,Walsall South (UK Parliament constituency)
1584,Jubilee USA Network
1593,Morgan Freeman
1598,"Dimondale, Michigan"
1603,Jeff Hunt
1605,Florida Atlantic University
1606,John Humphrys
1608,Division of Kennedy
1618,Arab League
1620,Richard Fuller (Bedford MP)
1626,"Mission District, San Francisco"
1627,2017-06-03
1628,Xi Jinping
1635,William R. King
1642,Chris Ward (singer)
1643,2016-07-01TNI
1650,Tyrion Lannister
1651,Corey Stewart (politician)
1665,2011-SU
1667,Anna Chicherova
1680,Scott Ludlam
1697,White Australia policy
1699,Ministry of Finance (India)
1700,Mark Thomas
1702,"Nanbu, Aomori"
1707,Zlatan Ibrahimović
1716,London Victoria station
1718,Hounslow
1721,Parliament Square
1726,Doğu Perinçek
1731,West Java
1734,Hugh Gaitskell
1754,2015-11
1764,Louis van Gaal
1771,Alasdair Allan
1780,Yamaha Motor Company
1784,2016-08-13TAF
1787,"Halifax, Nova Scotia"
1789,John Kenneth Galbraith
1798,Richard Nixon
1808,Gervinho
1810,Vickers-Armstrongs
1812,Matteo Renzi
1816,James Davey
1827,Los Angeles County Superior Court
1830,World Vision International
1840,Ted Koppel
1843,Sandy Phillips
1850,Tokyo Bay
1861,Manuel Valls
1879,Utah Division of Wildlife Resources
1883,Paul Flynn (politician)
1884,University of Montana
1886,1523
1891,2011-07-09
1922,2016-06-30T04:45
1923,Unite the Union
1925,Steven Mnuchin
1932,Perthshire
1946,2016-11-16
1949,Cyril Smith
1958,John Moody (financial analyst)
1964,Chicago Public Schools
1965,2016-07-18T21:00
1971,1977
1982,Belgrade
1991,Camilo Mayada
1998,Amber Rudd
2000,Lee H. Hamilton
2001,Trump University
2005,John Lethbridge
2013,James R. Clapper
2016,Land Registry (United Kingdom)
2018,Johnny Cash
2020,Tyrone Woods
2022,Al-Azhar University
2024,1776-07-03
2032,Santa Monica Mountains
2040,2016-02
2044,1910
2054,Lee Baca
2056,Tempelhof
2063,Iain Wright
2070,Microsoft
2076,Southeastern Conference
2080,"Whitchurch, Cardiff"
2086,2016-11-10TMO
2089,Merseyside
2092,Kachin State
2118,Picardy
2119,Christian Bandurski
2126,European Court of Human Rights
2130,DeWayne Buice
2135,Alan Colmes
2145,Dene O'Kane
2152,Nkhotakota Game Reserve
2154,János Lázár
2155,National Highway Traffic Safety Administration
2157,Gulf Intracoastal Waterway
2162,Jamie Murray
2167,2016-10-19T01:00
2175,Duchang County
2183,Elliot F. Kaye
2184,Beth Diane Armstrong
2189,2003-01
2192,Fairfield Inn by Marriott
2203,Kevin Durant
2205,2003-02-17
2208,Skopje
2210,Glasgow City Council
2218,Stan Wawrinka
2225,"Hog Island (Lincoln County, Maine)"
2228,IAC (company)
2236,2003-03-11
2239,National university
2259,Dramatis
2261,Roy Cooper
2265,J. Christopher Stevens
2267,Mediterranean Sea
2273,Mike Bishop (politician)
2275,James Comey
2277,Jan Egeland
2279,New Mexico
2281,Galileo Galilei
2282,Richie Porte
2289,Kaohsiung
2296,Tim Kaine
2308,Joey Chestnut
2310,Arsalan Iftikhar
2318,Eric Trump
2326,Petaling Jaya
2335,Pavel Mamayev
2336,Dick Smith (retailer)
2337,Jiangxi
2341,Buckingham Palace
2352,Rasmussen Reports
2366,Penny Oleksiak
2369,Ben Kingsley
2373,Slovenian Press Agency
2378,Death of Alan Kurdi
2379,San Francisco Giants
2380,Kentisbeare
2387,2002-09-24
2395,Real Salt Lake
2397,Pernambuco
2399,National Transport Commission
2407,Toowoomba
2408,Rayburn House Office Building
2428,Nick Cave
2432,Pennsylvania Avenue
2433,Organisation of Islamic Cooperation
2440,Rathore
2445,Mark Haslam
2454,2017-Q3
2464,Texas A&M University
2465,Elizabeth Garrett
2470,John Lewis (department store)
2476,Len McCluskey
2483,Louise Irvine
2496,Paul Jorgensen
2502,Helmut Oberlander
2504,2016-06-30T15:15
2509,Broadcasting House
2522,2016-06-16
2535,Northern Ireland
2552,Wang Cheng
2561,2016-07-05T06:00
2567,Chicago
2579,Amin Abu Rashid
2580,Garbiñe Muguruza
2583,University of Pittsburgh
2592,"Dodge County, Wisconsin"
2594,2017-05-22
2601,2016-07-04T13:05
2623,2016-07-06T09:00
2639,Émile Zola
2644,Mark Leibovich
2645,Royal Prince Alfred Hospital
2646,John Redwood
2656,David Cook (singer)
2658,George Clooney
2664,"Bob Maclennan, Baron Maclennan of Rogart"
2668,2016-08
2672,Kenneth Roth
2673,Dannel Malloy
2682,Stephen Miller
2688,1949
2694,Guangzhou
2699,Hashtag
2705,Rio Tinto Group
2715,"Austin, Texas"
2718,African Development Bank
2721,2004-08-18
2738,Murder of Hae Min Lee
2743,United States Intelligence Community
2758,Dynamic Airways
2759,2016-06-30T09:09
2761,Greg Abbott
2764,Nuclear Regulatory Commission
2765,Andrew Robb
2769,1889
2774,Jonathan Arnott
2777,Jim Carrey
2782,Southwest Airlines
2784,Nick Leeson
2787,Anna Meares
2789,2017-05
2791,Michael W. Perry
2795,2014-05
2801,John Banville
2806,Pixies
2814,2015-08-27
2831,Eddie Johnson (American soccer)
2833,Melissa Gilbert
2843,"Downey, California"
2849,Adam Ingram (Labour politician)
2854,Tea Party movement
2857,Pat McFadden (British politician)
2858,Peter Seewald
2859,George Burns
2860,University of Georgia
2868,Isaiah Berlin
2870,PBS
2872,American Academy of Pediatrics
2873,Aluminum Corporation of China Limited
2874,Anthony Esposito
2882,Owen Hargreaves
2884,Libreville
2886,Tom Finn
2911,Zhaojue County
2912,Belle de Jour (writer)
2913,2016-07-07TNI
2921,Little Eva
2930,Claire McCaskill
2932,Gruff Rhys
2938,"Wakulla County, Florida"
2940,"Lexington County, South Carolina"
2942,Shandong
2947,United Nations High Commissioner for Refugees
2948,Dominic Shellard
2950,Albert Ramos-Viñolas
2951,Numan Kurtulmuş
2958,Gioachino Rossini
2962,Shaanxi
2963,Tony Blair Associates
2964,Andrew Hall (rugby union)
2972,T. E. Lawrence
2982,Securitate
2990,Navy Pier
2993,Nicholas Merrill
2995,Nils Muižnieks
3005,"Mellott, Indiana"
3007,Victoria Beckham
3011,Sarah Wollaston
3015,Celtic Manor Resort
3024,2016-W28
3038,Nathan Watts
3043,Joely Richardson
3045,Alexander Downer
3046,Hilary Caldwell
3063,Jennifer Lawrence
3068,Hangzhou
3069,2016-06-19
3074,Boaz Davidson
3078,"McLean, Virginia"
3081,2016-07-11
3083,Ban Ki-moon
3091,New York University School of Medicine
3108,2015-05
3113,Los Zetas
3114,William B. Evans
3119,WDIV-TV
3122,Jeff Duncan (politician)
3124,Matt Stonie
3140,Osram Sylvania
3147,Ranil Wickremesinghe
3148,Tom McClintock
3151,1917
3156,Consett
3169,Vesna Pusić
3175,Meesha Shafi
3176,Michy Batshuayi
3184,2016-06-27TEV
3209,Hussein Kamel al-Majid
3214,Victor Ashe
3228,Zaha Hadid
3232,Scott Brown
3237,Yogyakarta
3242,Morinaga & Company
3254,Donetsk
3255,Don McLean
3261,Hissène Habré
3262,Adam Clayton
3266,David Owen
3269,Natalie Nougayrède
3270,2023
3274,Chechnya
3276,Andrew Marr
3277,1778
3278,KPIX-TV
3287,1976-07
3297,Flinders University
3301,Maslak
3312,Hatay Province
3320,Ursula von der Leyen
3331,Nouri al-Maliki
3332,Western Asia
3344,Mid-Missouri
3357,Intercontinental Broadcasting Corporation
3358,Hanover
3359,"Hyde Park, London"
3363,2003-06-02
3367,Greek Theatre (Los Angeles)
3370,John M. Deutch
3373,Angelique Kerber
3384,2016-10-17
3387,Wigan (UK Parliament constituency)
3394,Svalbard
3396,Alltwen
3399,Abdullah Senussi
3401,Greater London Council
3412,"Genesee County, Michigan"
3415,Beppe Grillo
3417,Cadbury
3427,2016-09-03
3428,2002-03
3431,Stanimir Mitev
3437,Stuttgart
3443,Shane Lee
3455,Philippe Le Bas
3475,2016-08-07
3476,British Columbia Court of Appeal
3482,Mary Magdalene
3486,Villa Baviera
3494,1991-04-03
3497,Republican Party (United States)
3499,St. Gallen
3500,Dana White
3502,Abu Bakr al-Baghdadi
3505,Honshu
3508,Arne Duncan
3512,Cecil Roberts
3514,Salva Kiir Mayardit
3539,Provisional Irish Republican Army
3552,Bataan
3567,Guantanamo Bay Naval Base
3576,La Jolla
3581,Hanwell
3583,"Rapid City, South Dakota"
3586,Jon Sullivan
3588,Brook Silva-Braga
3594,United States Capitol
3597,Promenade des Anglais
3610,Olivia Newton-John
3618,Andrew Bacevich
3634,Winchester
3642,Singapore
3653,South Lawn (White House)
3659,Andrew Mitchell
3669,Jason Hsu
3670,Pacific Ocean
3671,London Borough of Enfield
3674,Alpha Flight
3677,University of Birmingham
3678,Najaf
3696,2017-02-06
3699,2016-03-31
3717,Scott Morrison (politician)
3725,2016-07-03T05:30
3749,Heinz-Christian Strache
3751,Eiji Okuda
3754,Open Rights Group
3758,Maryland
3768,Stephen Parkinson
3783,Cape Colony
3784,United States House Committee on Homeland Security
3785,William Shakespeare
3791,Alun Cairns
3795,Romeo Miller
3803,"Dearborn, Michigan"
3807,Rose Gentle
3814,Prince Zeid bin Ra'ad
3816,"SoHo, Manhattan"
3824,David Vladeck
3828,2017-05-01
3833,Janelle Monáe
3838,Steven Sotloff
3840,Federal Police (Germany)
3844,Coventry
3850,Namur
3854,"Aurora, Colorado"
3856,Tōhoku Shinkansen
3860,Chris Weston
3862,Howard Davies (economist)
3863,John Osborne
3867,2015-06
3871,Jared Leto
3876,2009-05
3878,Lady Cilento Children's Hospital
3880,Division of Petrie
3889,2016-07-27
3892,Peter F. Dailey
3900,Rhode Island
3907,City News Service
3911,2015-10
3914,India Gate
3921,Steve Hanke
3924,Matt Salmon
3926,City of Sunderland
3927,Izhar Cohen
3928,Colorado State University
3931,Phoenix Sky Harbor International Airport
3937,Metropolitan Police Service
3938,Josh Smith
3947,United Airlines
3950,"Wichita, Kansas"
3966,2016-03-30
3970,Alex Parker
3976,Federal government of the United States
3984,Port Authority Bus Terminal
3985,Sam M. Lewis
3991,University of Kentucky
3997,Joshua Green (journalist)
4002,SolarCity
4010,New York City Police Academy
4012,Santos Limited
4018,Brandon Miller (basketball)
4020,Mary Mallon
4027,Ken Macdonald
4028,Makhachkala
4038,Control Data Corporation
4039,Andy Murray
4042,Gretchen Carlson
4050,"Newburyport, Massachusetts"
4053,Queensland
4056,2017-05-21
4058,Chris Hayes (journalist)
4059,"Fairfax County, Virginia"
4060,Alastair Campbell
4068,Kori Schake
4074,United States Senate Committee on the Judiciary
4083,Eileen Kennedy
4086,London Borough of Bromley
4087,Carlos Curbelo (politician)
4088,Michael Wood (historian)
4096,Baden-Württemberg
4098,Pfahlbausiedlung Weier
4099,Mo Mowlam
4119,Nellie McClung
4120,2004-09-28
4126,Suwałki
4129,John Lewis (Georgia politician)
4133,Shimon Peres
4135,Citadel of Aleppo
4137,İzmir
4141,United States Virgin Islands
4144,Christopher A. Hart
4148,2017-SP
4149,Ansbach
4152,Iceland
4181,Henry Smith Van Eaton
4186,Héctor Camacho
4200,Woking
4211,Aviation Safety Council
4212,Diyarbakır
4221,Larry Page
4224,Liu Jianchao
4228,Hayley Westenra
4230,Julius Caesar
4243,Schlitterbahn
4251,Saint Barbara
4254,Jackson Park (Chicago)
4259,Batan Island
4272,Kirk Douglas
4276,Gulshan Grover
4278,Torquay
4279,Diller Scofidio + Renfro
4280,Gunther von Hagens
4281,2007-04
4282,Moshe Ya'alon
4285,Robert Wagner
4287,LaGuardia Airport
4303,Yohan Blake
4306,National Health Service (England)
4308,Patrick Dempsey
4309,2016-06-23TNI
4317,Triangle (Israel)
4328,1046
4330,Michael Briggs (racing driver)
4334,1997
4336,2003-06
4344,Johns Hopkins Bloomberg School of Public Health
4346,Ken Burns
4348,Janet Finch
4353,Alex Teixeira
4354,Bodrum
4360,Djibouti
4367,"Helidon, Queensland"
4379,David Schneider (actor)
4397,Dylan Thomas
4403,Etihad Airways
4411,Abdul Hamid II
4413,2016-07-07TMO
4414,Michael Crawford
4425,Sparkwell
4428,Pennsylvania
4433,Leanne Wood
4435,United States Disciplinary Barracks
4437,Terminix
4438,Vacca (rapper)
4441,Lleyton Hewitt
4450,"Coney Island (Cincinnati, Ohio)"
4453,People's Party (Spain)
4455,Ray McKay
4457,Susan Boyle
4474,Aneurin Bevan
4479,Petr Pavel
4484,Broadcasters' Audience Research Board
4486,Elizabeth II
4491,Charlotta Cedercreutz
4509,Hassan Sheikh Mohamud
4511,Mike Adamson
4516,Ted Danson
4527,Martin Welch
4533,Perth
4540,Yameen
4542,Eber Moas
4545,Muhammad
4555,Osh
4561,Sirimavo Bandaranaike
4573,Rosa Parks
4576,"West Chester, Pennsylvania"
4583,Thomas Duff
4585,Salil Shetty
4587,Michael Bruter
4592,El Salvador
4593,"Temple Bar, Dublin"
4594,Alex Castellanos
4600,2030
4604,Gay Talese
4611,2016-07-02TAF
4618,Neil Kinnock
4620,Salim Khan
4621,Bandar bin Sultan
4625,2003-04-10
4628,United States Naval Observatory
4642,Beau Bridges
4646,Darkush
4653,2016-07-08TNI
4657,Norman Wells
4659,WCBS-TV
4660,WBBM-TV
4672,Mercia MacDermott
4673,Gloucester Cathedral
4676,Mark Goodson
4680,2016-07-01T14:39
4687,2016-07-04T23:18
4695,Cherry Creek State Park
4696,ICAP (company)
4697,Dinesh Trivedi
4726,Tricia Penrose
4727,William F. Buckley Jr.
4729,Nicola Ciccolo
4736,1787
4739,Nasima Razmyar
4745,2712-6-30
4757,Luis Moreno Ocampo
4762,Lake Victoria
4765,RT (TV network)
4772,Guy Morton
4779,Longueval
4786,Akira Kurosawa
4787,Division of Dickson
4793,John Locke
4797,Arecibo Observatory
4798,1988
4799,Chamber of Deputies (Brazil)
4803,Kurdistan Freedom Falcons
4804,2016-11-24
4806,John A. Durkin
4816,Taipei Songshan Airport
4817,Aldo de Cillo Pagotto
4823,Tina Brown
4824,Scottish Liberal Democrats
4830,Chiang Mai
4836,1971
4840,Jeff Weise
4845,Welsh Labour
4852,Democratic Progressive Party
4853,Ministry of Health (Romania)
4880,2016-04-22
4883,"Kenilworth, New Jersey"
4886,Gary Becker
4888,Lorraine Kelly
4890,Peter Yeomans
4895,Federal Deposit Insurance Corporation
4896,Valdis Dombrovskis
4905,Jack Hammond
4907,Stuart Stevens
4910,University of Melbourne
4920,North Queensland Cowboys
4925,Lockheed Corporation
4940,Tunceli Province
4946,Stamford Bridge (stadium)
4962,Nairobi
4971,2016-08-23T11:07
4972,São Paulo
4990,Harris Federation
4994,"Green Bay, Wisconsin"
5003,2016-W31-WE
5005,Doug Manchester
5006,2016-05-15
5009,Sayeret Matkal
5010,Sylvie Vartan
5014,Department of Defence (Australia)
5032,Nicky Morgan
5033,Keith R. Blackwell
5041,"Morphett Street, Adelaide"
5046,Stutthof concentration camp
5048,John Pugh
5055,Dongfeng Motor
5063,Nicholas Young (executive)
5064,2019-10
5068,S.L. Benfica
5069,Frank Luntz
5070,Maung Maung Soe
5076,Miraj
5091,Air operator's certificate
5098,Birmingham Edgbaston (UK Parliament constituency)
5105,Commonwealth Ministerial Action Group
5112,Lake Chad
5114,Deborah Drattell
5119,Bagan
5120,Ronald Reagan Washington National Airport
5123,"Hertford College, Oxford"
5129,Geoscience Australia
5136,2016-07-05TAF
5146,Sophie Long
5149,"Copacabana, Rio de Janeiro"
5151,Kassel Airport
5159,2016-06-28T22:00
5164,Roots Manuva
5168,Mr. Fox
5171,Don Berry (statistician)
5179,Sidley Austin
5181,1933-08
5186,Aki Okuda
5188,"Queen Elizabeth II Courts of Law, Brisbane"
5199,Georgia Southern University
5218,David A. Clarke Jr.
5224,"Northgate railway station, Brisbane"
5231,Oliver Wendell Holmes Jr.
5232,Sameera Reddy
5233,"Democratic Party (Turkey, current)"
5237,"Dallastown, Pennsylvania"
5238,Tom Hayes (trader)
5240,2016-11-08
5246,2017-09
5256,Jacaranda 94.2
5258,Jubair Ahmad
5259,"Bloomfield Hills, Michigan"
5260,Dan Jarvis
5262,2009-12
5266,Evan Moorhead
5269,European Capital of Culture
5270,Anne C. Richard
5272,Princess Charlotte of Cambridge
5276,Sampford Arundel
5280,2016-03-13
5294,2016-06-29T17:00
5303,Iskandariya
5308,Alan K. Simpson
5317,"Casas Adobes, Arizona"
5319,Odhikar
5322,2016-06-30T24:00
5341,2018-SU
5346,2015-06-30
5351,2016-10-01
5356,JMB Verlag
5358,Argentine National Gendarmerie
5364,Senkaku Islands
5366,Caloosahatchee River
5367,Jana Čepelová
5376,2015-W26
5381,2003-04-15
5384,Vytenis Andriukaitis
5387,Mauritania
5388,Daniel Edwards
5398,Tbilisi
5405,Arron Banks
5406,International Justice Mission
5408,Fred Thompson
5416,Lloyd Blankfein
5418,Gilgit-Baltistan
5426,Conor Burns
5427,Hamdeen Sabahi
5429,ATR (aircraft manufacturer)
5436,The Edge
5438,Tofazzal Hossain Manik Miah
5441,Ningbo
5451,Vuk Jeremić
5461,Mljet
5465,Botswana
5475,United Russia
5480,Fayez al-Sarraj
5485,"Akron, Ohio"
5488,La Rochelle
5493,Transport Canada
5495,"Sound Beach, New York"
5497,Lake District
5500,Therdchai Jivacate
5501,2016-06-30TAF
5503,West Virginia
5509,Tim Farron
5516,Sarajevo
5517,Collective Consciousness Society
5518,Burmantofts
5524,John B. Bellinger III
5525,Islington
5530,Michael W. Grebe
5533,Southern California
5539,Aaron Ross
5542,Party of the Democratic Revolution
5549,Coordinadora Nacional de Trabajadores de la Educación
5552,Yankee Stadium
5562,Machu Picchu
5563,Cass Business School
5565,Miles Jupp
5570,John King (journalist)
5573,Church of England
5574,Michael Rose (British Army officer)
5577,Özge Ulusoy
5579,Deep Water Bay
5580,René Hüssy
5584,Court of Arbitration for Sport
5588,University of Chicago Law School
5593,YouTube
5597,"Jefferson County, Kentucky"
5598,Antony Green
5601,Norfolk Island
5603,Florida Senate
5606,United States Department of Homeland Security
5616,Columbine High School
5617,Tanzania
5622,Brook Street
5625,Nicola Sturgeon
5631,"Elsternwick, Victoria"
5636,"Moonee Ponds, Victoria"
5641,New Jersey
5647,2002-11
5650,Supreme Court of Cassation (Italy)
5651,Darrius Johnson
5653,Mike Coffman
5655,Ruth Smeeth
5656,Davao City
5662,1940-10
5669,Roger Cicero
5670,David Briggs (record producer)
5682,Kiribati Uniting Church
5683,"Nike, Inc."
5684,Kiki Bertens
5685,Robert Lewis Hinkle
5695,Vivien Kellems
5701,"Henry County, Kentucky"
5708,Los Angeles Angels of Anaheim
5710,Emily Blunt
5712,CBW (AM)
5719,Tom DeLonge
5723,Nicholas Haysom
5724,Sparta
5728,2016-06-28TNI
5729,Ross Ulbricht
5733,Eastern Shore of Maryland
5735,Kirsten Dunst
5742,Oliver Dulić
5744,Brian Rice (footballer)
5746,Jerry Belson
5750,Strait of Malacca
5751,Lawrence Walsh
5755,Harehills
5769,Niger
5775,Chris Heaton-Harris
5780,Peter Hendy (politician)
5781,Chris Bryant
5782,2016-07-06T10:00
5783,Les Invalides
5785,"Granville, Manche"
5795,Chunibhai K Gohel
5796,Permanent Joint Headquarters
5798,William C. Drinkard
5806,Cesária Évora
5835,Puchong
5836,Alex Kozinski
5837,Koichi Hagiuda
5841,2015-03-19
5852,Hromadske.TV
5854,Collingwood Football Club
5870,Yasmin Qureshi
5872,National Party of Australia
5873,John Wiley & Sons
5874,Esman
5885,Bob Diamond (banker)
5886,2017-01-01
5902,Gui Minhai
5911,Joseph Goebbels
5912,Woodlawn High School (Maryland)
5916,Fawn M. Brodie
5922,2016-W37
5924,2016-10-25TNI
5933,2011-03
5935,Malia Hosaka
5951,European Asylum Support Office
5953,"Savannah, Georgia"
5954,Linda White
5957,"Duluth, Minnesota"
5960,Taitung County
5963,1826-07-04
5967,Gordon Brown
5972,Laurie Metcalf
5973,P. G. Wodehouse
5978,2015-09-24
5990,Rodney King
5992,Bureau of Ocean Energy Management
5994,Cengiz Çandar
5995,Brazzaville
5998,University of Rhode Island
6002,Dermot Murnaghan
6005,Ross Perot
6017,Poso
6022,2016-06-27T11:45
6038,William Pitt the Younger
6041,Nangarhar Province
6043,2016-07-21TNI
6044,Neath (UK Parliament constituency)
6048,J. G. Ballard
6059,Eastern Orthodox Church
6061,Alan Leong
6067,2007
6068,Missouri House of Representatives
6072,John Thune
6073,Mark Levin
6083,Monticello
6094,Brian Michael Bendis
6105,Reform Judaism
6107,William Faulkner
6117,Border guard
6120,Shinichi Kitaoka
6124,Uttarakhand
6129,Alex Ferguson
6306,Victoria Kimani
6163,Mahmoud Abbas
6164,Fatih
6170,International Committee of the Red Cross
6175,Progressive Liberal Party
6177,"Myrtle Beach, South Carolina"
6188,Lina María Moreno Mejía
6194,Vladimir Putin
6197,John Miller (journalist)
6204,Jodie Foster
6211,Katibah Nusantara
6215,"Nasdaq, Inc."
6224,Janssen Pharmaceutica
6226,Mamnoon Hussain
6227,Digby Fairweather
6229,Umayyad Mosque
6231,Hong Kong International Airport
6235,Denison University
6242,Marine Corps Air Station Miramar
6243,Kunduz
6244,Steve Turner (trade unionist)
6265,British Indian Ocean Territory
6267,Lucas Cook
6269,Invesco Perpetual
6272,James Baldwin
6275,Clube de Regatas do Flamengo
6281,Quinnipiac University Polling Institute
6282,National Entertainment Collectibles Association
6283,Imre Kertész
6291,2016-08-01
6300,Jakub Błaszczykowski
